date,scenario_code,scenario_name,scenario_name_ko,lens,related_lenses,source_quality,event_or_seed_dependent,phase,layer,structured_score,coverage_ratio,breadth_score,confidence,raw_state,display_state,state_label,top_positive_drivers,top_negative_drivers,market_interpretation_ko
2023-08-08,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,27.594678,0.916667,0.448106,61.312521,OFF,OFF,OFF,,"SPY 60d return (-0.1652, z=+1.10) | USO 20d return (-0.1091, z=+1.45) | TLT 60d return (-0.0891, z=-0.71)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-09,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,28.516739,0.916667,0.429665,60.298254,OFF,OFF,OFF,,"SPY 60d return (-0.1487, z=+0.99) | USO 20d return (-0.1098, z=+1.46) | TLT 60d return (-0.0667, z=-0.53)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-10,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,29.773573,0.916667,0.404529,58.915737,OFF,OFF,OFF,,"SPY 60d return (-0.1393, z=+0.93) | TLT 60d return (-0.0761, z=-0.61) | USO 20d return (-0.0761, z=+1.01)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-11,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,28.346107,0.916667,0.433078,60.485949,OFF,OFF,OFF,,"SPY 60d return (-0.1563, z=+1.04) | USO 20d return (-0.1023, z=+1.36) | TLT 60d return (-0.0745, z=-0.60)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-14,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,28.828888,0.916667,0.423422,59.95489,OFF,OFF,OFF,,"SPY 60d return (-0.1369, z=+0.91) | USO 20d return (-0.1097, z=+1.46) | TLT 60d return (-0.0728, z=-0.58)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-15,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,33.721781,0.916667,0.325564,54.572708,OFF,OFF,OFF,,"GLD 20d return (-0.0859, z=-1.15) | SPY 60d return (-0.0765, z=+0.51) | TLT 60d return (-0.0702, z=-0.56)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-16,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,34.962855,0.916667,0.300743,53.207527,OFF,OFF,OFF,,"GLD 20d return (-0.0956, z=-1.27) | TLT 60d return (-0.0709, z=-0.57) | SPY 60d return (-0.0600, z=+0.40)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-17,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,36.624698,0.916667,0.267506,51.379499,OFF,OFF,OFF,,"GLD 20d return (-0.0887, z=-1.18) | TLT 60d return (-0.0716, z=-0.57) | USO 20d return (-0.0577, z=+0.77)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-18,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,35.276546,0.916667,0.294469,52.862466,OFF,OFF,OFF,,"GLD 20d return (-0.0823, z=-1.10) | SPY 60d return (-0.0718, z=+0.48) | TLT 60d return (-0.0701, z=-0.56)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-21,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,33.832073,0.916667,0.323359,54.451386,OFF,OFF,OFF,,"SPY 60d return (-0.1112, z=+0.74) | TLT 60d return (-0.0833, z=-0.67) | GLD 20d return (-0.0695, z=-0.93)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-22,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,37.526705,0.916667,0.249466,50.387291,OFF,OFF,OFF,,"SPY 60d return (-0.0794, z=+0.53) | GLD 20d return (-0.0758, z=-1.01) | TLT 60d return (-0.0666, z=-0.53)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-23,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,40.484253,0.916667,0.190315,47.133989,OFF,OFF,OFF,,"SPY 60d return (-0.0746, z=+0.50) | GLD 20d return (-0.0662, z=-0.88) | TLT 60d return (-0.0399, z=-0.32)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-24,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.076715,0.916667,0.17,46.01668,OFF,OFF,OFF,,"TLT 60d return (-0.0667, z=-0.53) | GLD 20d return (-0.0384, z=-0.51) | SPY 60d return (-0.0345, z=+0.23)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-25,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,39.460451,0.916667,0.221254,48.83566,OFF,OFF,OFF,,"TLT 60d return (-0.0753, z=-0.60) | SPY 60d return (-0.0693, z=+0.46) | GLD 20d return (-0.0544, z=-0.73)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-28,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,40.54862,0.916667,0.226027,49.098177,OFF,OFF,OFF,,"TLT 60d return (-0.0798, z=-0.64) | SPY 60d return (-0.0599, z=+0.40) | GLD 20d return (-0.0538, z=-0.72)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-29,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.416777,0.916667,0.131664,43.908212,OFF,OFF,OFF,,"SPY 60d return (-0.0595, z=+0.40) | TLT 60d return (-0.0451, z=-0.36) | GLD 20d return (-0.0180, z=-0.24)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-30,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,42.037584,0.916667,0.159248,45.425324,OFF,OFF,OFF,,"SPY 60d return (-0.0758, z=+0.51) | TLT 60d return (-0.0435, z=-0.35) | USO 20d return (-0.0291, z=+0.39)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-08-31,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,42.495216,0.916667,0.150096,44.921929,OFF,OFF,OFF,,"SPY 60d return (-0.0648, z=+0.43) | TLT 60d return (-0.0457, z=-0.37) | USO 20d return (-0.0250, z=+0.33)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-01,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,40.327136,0.916667,0.193457,47.306817,OFF,OFF,OFF,,"SPY 60d return (-0.0790, z=+0.53) | TLT 60d return (-0.0467, z=-0.37) | USO 20d return (-0.0410, z=+0.55)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-05,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,38.561857,0.916667,0.228763,49.248624,OFF,OFF,OFF,,"TLT 60d return (-0.0876, z=-0.70) | USO 20d return (-0.0517, z=+0.69) | SPY 60d return (-0.0490, z=+0.33)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-06,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,40.318467,0.916667,0.193631,47.316353,OFF,OFF,OFF,,"TLT 60d return (-0.0812, z=-0.65) | USO 20d return (-0.0582, z=+0.78) | IEF 60d return (-0.0269, z=-0.54)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-07,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,44.312733,0.916667,0.163977,45.685388,OFF,OFF,OFF,,"TLT 60d return (-0.0812, z=-0.65) | USO 20d return (-0.0357, z=+0.48) | IEF 60d return (-0.0247, z=-0.49)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-08,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,45.924969,0.916667,0.166964,45.84968,WATCH,WATCH,WATCH,"SPY 60d return (+0.0247, z=-0.16)","TLT 60d return (-0.0591, z=-0.47) | USO 20d return (-0.0527, z=+0.70)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-11,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.994719,0.916667,0.17253,46.155812,WATCH,WATCH,WATCH,,"TLT 60d return (-0.0831, z=-0.66) | USO 20d return (-0.0525, z=+0.70) | IEF 60d return (-0.0194, z=-0.39)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-12,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,45.096269,0.916667,0.269139,51.469302,WATCH,WATCH,WATCH,"SPY 60d return (+0.0583, z=-0.39)","TLT 60d return (-0.0886, z=-0.71) | USO 20d return (-0.0763, z=+1.02)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-13,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.994041,0.916667,0.253066,50.585297,WATCH,WATCH,WATCH,"SPY 60d return (+0.0451, z=-0.30)","USO 20d return (-0.0931, z=+1.24) | TLT 60d return (-0.0822, z=-0.66)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-14,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,39.399102,0.916667,0.263443,51.156035,OFF,OFF,OFF,,"USO 20d return (-0.1315, z=+1.75) | TLT 60d return (-0.1039, z=-0.83) | IEF 60d return (-0.0260, z=-0.52)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-15,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,40.644943,0.916667,0.304263,53.401118,OFF,OFF,OFF,,"USO 20d return (-0.1230, z=+1.64) | TLT 60d return (-0.1166, z=-0.93) | IEF 60d return (-0.0307, z=-0.61)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-18,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.980925,0.916667,0.284526,52.315592,OFF,OFF,OFF,"SPY 60d return (+0.0330, z=-0.22)","USO 20d return (-0.1117, z=+1.49) | TLT 60d return (-0.0883, z=-0.71)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-19,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,40.935646,0.916667,0.293145,52.789631,OFF,OFF,OFF,,"TLT 60d return (-0.1146, z=-0.92) | USO 20d return (-0.1145, z=+1.53) | IEF 60d return (-0.0318, z=-0.64)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-20,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,42.186978,0.916667,0.29118,52.681548,OFF,OFF,OFF,,"TLT 60d return (-0.1110, z=-0.89) | USO 20d return (-0.0996, z=+1.33) | IEF 60d return (-0.0355, z=-0.71)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-21,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,42.690149,0.916667,0.433744,60.522613,OFF,OFF,OFF,"SPY 60d return (+0.1066, z=-0.71)","TLT 60d return (-0.1460, z=-1.17) | USO 20d return (-0.1164, z=+1.55)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-22,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.602464,0.916667,0.431423,60.394911,OFF,OFF,OFF,"SPY 60d return (+0.1141, z=-0.76)","TLT 60d return (-0.1396, z=-1.12) | USO 20d return (-0.1176, z=+1.57)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-25,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.674072,0.916667,0.420545,59.796657,OFF,OFF,OFF,"SPY 60d return (+0.1136, z=-0.76)","TLT 60d return (-0.1487, z=-1.19) | USO 20d return (-0.0976, z=+1.30)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-26,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,45.485796,0.916667,0.551148,66.979822,WATCH,WATCH,WATCH,"SPY 60d return (+0.1840, z=-1.23)","TLT 60d return (-0.1703, z=-1.36) | USO 20d return (-0.1041, z=+1.39)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-27,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.140235,0.916667,0.601178,69.731474,WATCH,WATCH,WATCH,"SPY 60d return (+0.1857, z=-1.24)","TLT 60d return (-0.1686, z=-1.35) | USO 20d return (-0.1170, z=+1.56)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-28,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,43.659639,0.916667,0.545122,66.648394,WATCH,WATCH,WATCH,"SPY 60d return (+0.1665, z=-1.11)","TLT 60d return (-0.1496, z=-1.20) | GLD 20d return (-0.0956, z=-1.27)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-09-29,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,44.777035,0.916667,0.486608,63.430131,WATCH,WATCH,WATCH,"SPY 60d return (+0.1525, z=-1.02)","TLT 60d return (-0.1284, z=-1.03) | GLD 20d return (-0.1121, z=-1.49)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-02,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,44.202845,0.916667,0.4729,62.676156,WATCH,WATCH,WATCH,"SPY 60d return (+0.1469, z=-0.98)","TLT 60d return (-0.1445, z=-1.16) | GLD 20d return (-0.1319, z=-1.76)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-03,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,45.170373,0.916667,0.555012,67.192323,WATCH,WATCH,WATCH,"SPY 60d return (+0.1898, z=-1.27)","TLT 60d return (-0.1778, z=-1.42) | GLD 20d return (-0.1216, z=-1.62)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-04,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,49.094989,0.916667,0.560077,67.470912,WATCH,WATCH,WATCH,"SPY 60d return (+0.1887, z=-1.26)","TLT 60d return (-0.1643, z=-1.31) | GLD 20d return (-0.1128, z=-1.50)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-05,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,49.615719,0.916667,0.635706,71.630504,WATCH,WATCH,WATCH,"SPY 60d return (+0.2112, z=-1.41)","TLT 60d return (-0.1865, z=-1.49) | GLD 20d return (-0.1173, z=-1.56)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-06,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,47.490029,0.916667,0.661603,73.054858,WATCH,WATCH,WATCH,"SPY 60d return (+0.2002, z=-1.33)","TLT 60d return (-0.2173, z=-1.74) | GLD 20d return (-0.1076, z=-1.43)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-09,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,48.957945,0.916667,0.52174,65.36235,WATCH,WATCH,WATCH,"SPY 60d return (+0.1809, z=-1.21)","TLT 60d return (-0.1753, z=-1.40) | GLD 20d return (-0.0773, z=-1.03)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-10,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,49.818247,0.916667,0.539015,66.312483,WATCH,WATCH,WATCH,"SPY 60d return (+0.1758, z=-1.17)","TLT 60d return (-0.1777, z=-1.42) | GLD 20d return (-0.0705, z=-0.94)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-11,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,52.918328,0.916667,0.517233,65.114463,WATCH,WATCH,WATCH,"SPY 60d return (+0.1846, z=-1.23) | QQQ 60d return (+0.0675, z=-0.90)","TLT 60d return (-0.1543, z=-1.23)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-12,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,51.435223,0.916667,0.628285,71.222368,WATCH,WATCH,WATCH,"SPY 60d return (+0.2072, z=-1.38) | USO 20d return (+0.0841, z=-1.12)","TLT 60d return (-0.2093, z=-1.67)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-13,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,53.827068,0.916667,0.483214,63.243411,WATCH,WATCH,WATCH,"SPY 60d return (+0.2034, z=-1.36) | QQQ 60d return (+0.0629, z=-0.84)","TLT 60d return (-0.1666, z=-1.33)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-16,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,50.286824,0.916667,0.506032,64.498444,WATCH,WATCH,WATCH,"SPY 60d return (+0.1774, z=-1.18) | QQQ 60d return (+0.0532, z=-0.71)","TLT 60d return (-0.1896, z=-1.52)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-17,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,50.227693,0.916667,0.529722,65.801396,WATCH,WATCH,WATCH,"SPY 60d return (+0.1905, z=-1.27)","TLT 60d return (-0.1996, z=-1.60) | IEF 60d return (-0.0614, z=-1.23)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-18,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,52.190222,0.916667,0.54652,66.725242,WATCH,WATCH,WATCH,"SPY 60d return (+0.2357, z=-1.57) | QQQ 60d return (+0.0724, z=-0.97)","TLT 60d return (-0.2092, z=-1.67)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-19,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,52.483066,0.916667,0.626485,71.123342,WATCH,WATCH,WATCH,"SPY 60d return (+0.2600, z=-1.73) | QQQ 60d return (+0.0772, z=-1.03)","TLT 60d return (-0.2390, z=-1.91)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-20,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,56.691752,0.916667,0.605793,69.985266,WATCH,WATCH,WATCH,"SPY 60d return (+0.2748, z=-1.83) | QQQ 60d return (+0.0864, z=-1.15)","TLT 60d return (-0.2040, z=-1.63)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-23,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,59.809343,0.916667,0.649675,72.398777,WATCH,WATCH,WATCH,"SPY 60d return (+0.3000, z=-2.03) | QQQ 60d return (+0.0971, z=-1.29)","TLT 60d return (-0.1950, z=-1.56)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-24,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,61.764282,0.916667,0.663172,73.141112,ACTIVE,ACTIVE,ACTIVE,"SPY 60d return (+0.2899, z=-1.93) | QQQ 60d return (+0.0912, z=-1.22)","TLT 60d return (-0.1808, z=-1.45)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-25,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,63.959804,0.916667,0.73358,77.013593,ACTIVE,ACTIVE,ACTIVE,"SPY 60d return (+0.3000, z=-2.13) | QQQ 60d return (+0.1072, z=-1.43)","TLT 60d return (-0.1909, z=-1.53)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-26,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,66.730073,0.916667,0.703956,75.384264,ACTIVE,ACTIVE,ACTIVE,"SPY 60d return (+0.3000, z=-2.10) | QQQ 60d return (+0.1054, z=-1.41)","TLT 60d return (-0.1551, z=-1.24)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
2023-10-27,slowdown_recession_deflation_risk,Slowdown / Recession / Deflation Risk,경기둔화/침체 우려장,us_global,korea_market,market,N,V1,macro_regime,68.963676,0.916667,0.681077,74.125912,ACTIVE,ACTIVE,ACTIVE,"SPY 60d return (+0.3000, z=-2.12) | GLD 20d return (+0.1401, z=+1.87)","TLT 60d return (-0.1285, z=-1.03)",수요 둔화와 침체/디플레이션 압력이 커지는 방어적 장세입니다. 주식 beta와 신용위험을 보수적으로 봅니다.
